Country,City,PO/ORDER#,Categories,SKU,QTY ORD,CHANNEL,WAREHOUSE,Pick-Up / Delivery,Customer,SALES $,EXPECTED 
United States,Seattle,102430,Organic Pet,OP8025,5,Major Distributor,Kern,Delivery,Customer3,625,45266
United States,Seattle,102429,Fresh Packaged,FP3055,5,Major Distributor,Kern,Delivery,Customer3,625,45280
United States,Houston,102428,Fresh Packaged,FP2020,52,Retail,Kern,Delivery,Customer1,6500,45271
United States,Houston,102427,Organic Beauty,OY2545,52,Retail,Kern,Delivery,Customer1,6500,45208
United States,Houston,102426,Healthy Beverage,HB1016,52,Retail,Kern,Delivery,Customer1,6500,45253
United States,Phoenix,102425,Fresh Packaged,FP2020,5,Retail,Kern,Delivery,Customer1,625,45285
United States,Phoenix,102424,Organic Pet,OP8025,13,Retail,Kern,Delivery,Customer1,1625,45206
United States,Phoenix,102423,Healthy Beverage,HB1016,11,Retail,Kern,Delivery,Customer1,1375,45218
United States,NEW YORK CITY,102422,Fresh Packaged,FP2020,52,Retail,Kern,Delivery,Customer1,6500,45259
United States,NEW YORK CITY,102421,Organic Beauty,OY2545,156,Retail,Kern,Delivery,Customer1,19500,45289
United States,NEW YORK CITY,102420,Organic Pet,OP8025,156,Retail,Kern,Delivery,Customer1,19500,45260
United States,NEW YORK CITY,102419,Fresh Packaged,FP3055,52,Retail,Kern,Delivery,Customer1,6500,45237
United States,NEW YORK CITY,102418,Healthy Beverage,HB1016,156,Retail,Kern,Delivery,Customer1,19500,45266
United States,Chicago,102417,Organic Beauty,OY2545,22,Retail,Kern,Delivery,Customer1,2750,45250
United States,Chicago,102416,Healthy Beverage,HB1016,23,Retail,Kern,Delivery,Customer1,2875,45245
United States,San Diego,102415,Organic Beauty,OY2545,51,Retail,Kern,Delivery,Customer1,6375,45235
United States,San Diego,102414,Fresh Packaged,FP3055,54,Retail,Kern,Delivery,Customer1,6750,45205
United States,San Diego,102413,Healthy Beverage,HB1016,52,Retail,Kern,Delivery,Customer1,6500,45266
United States,Boston,102412,Organic Pet,OP8025,215,Closeout,Kern,Delivery,Customer6,26875,45255
United States,Boston,102411,Fresh Packaged,FP3055,242,Closeout,Kern,Delivery,Customer6,30250,45201
United States,NEW YORK CITY,102410,Organic Pet,OP8025,52,Retail,Kern,Delivery,Customer1,6500,45257
United States,NEW YORK CITY,102409,Fresh Packaged,FP3055,52,Retail,Kern,Delivery,Customer1,6500,45211
United States,NEW YORK CITY,102408,Healthy Beverage,HB1016,52,Retail,Kern,Delivery,Customer1,6500,45283
United States,Fort Worth,102407,Fresh Packaged,FP2020,52,Ecomm,Kern,Delivery,Customer2,6500,45243
United States,Fort Worth,102406,Organic Beauty,OY2545,104,Ecomm,Kern,Delivery,Customer2,13000,45268
United States,Fort Worth,102405,Organic Pet,OP8025,17,Ecomm,Kern,Delivery,Customer2,2125,45262
United States,Fort Worth,102404,Healthy Beverage,HB1016,156,Ecomm,Kern,Delivery,Customer2,19500,45262
United States,San Diego,102403,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45270
United States,El Paso,102402,Organic Beauty,OY2545,9,Retail,Kern,Delivery,Customer1,1125,45210
United States,Chicago,102401,Organic Beauty,OY2545,14,Retail,Kern,Delivery,Customer1,1750,45267
United States,Chicago,102400,Healthy Beverage,HB1016,10,Retail,Kern,Delivery,Customer1,1250,45201
United States,NEW YORK CITY,102399,Healthy Beverage,HB1016,52,Retail,Kern,Delivery,Customer1,6500,45248
United States,Houston,102398,Fresh Packaged,FP2020,3,Retail,Kern,Delivery,Customer1,375,45256
United States,Houston,102397,Healthy Beverage,HB1016,16,Retail,Kern,Delivery,Customer1,2000,45249
United States,Phoenix,102396,Fresh Packaged,FP2020,4,Retail,Kern,Delivery,Customer1,500,45284
United States,Phoenix,102395,Organic Beauty,OY2545,7,Retail,Kern,Delivery,Customer1,875,45262
United States,Phoenix,102394,Organic Pet,OP8025,2,Retail,Kern,Delivery,Customer1,250,45281
United States,Phoenix,102393,Healthy Beverage,HB1016,12,Retail,Kern,Delivery,Customer1,1500,45278
United States,Dallas,102392,Organic Beauty,OY2545,19,Retail,Kern,Delivery,Customer1,2375,45244
United States,Dallas,102391,Organic Pet,OP8025,12,Retail,Kern,Delivery,Customer1,1500,45233
United States,NEW YORK CITY,102390,Fresh Packaged,FP2020,52,Retail,Kern,Delivery,Customer1,6500,45247
United States,NEW YORK CITY,102389,Organic Beauty,OY2545,52,Retail,Kern,Delivery,Customer1,6500,45253
United States,NEW YORK CITY,102388,Organic Pet,OP8025,26,Retail,Kern,Delivery,Customer1,3250,45208
United States,NEW YORK CITY,102387,Healthy Beverage,HB1016,52,Retail,Kern,Delivery,Customer1,6500,45251
United States,San Jose,102386,Fresh Packaged,FP2020,52,Ecomm,Kern,Delivery,Customer2,6500,45205
United States,San Jose,102385,Organic Beauty,OY2545,52,Ecomm,Kern,Delivery,Customer2,6500,45203
United States,San Jose,102384,Healthy Beverage,HB1016,52,Ecomm,Kern,Delivery,Customer2,6500,45223
United States,Indianapolis,102383,Fresh Packaged,FP2020,35,Ecomm,Kern,Delivery,Customer2,4375,45272
United States,Indianapolis,102382,Organic Beauty,OY2545,107,Ecomm,Kern,Delivery,Customer2,13375,45263
United States,Indianapolis,102381,Healthy Beverage,HB1016,104,Ecomm,Kern,Delivery,Customer2,13000,45242
United States,Austin,102380,Fresh Packaged,FP2020,70,Ecomm,Kern,Delivery,Customer2,8750,45237
United States,Austin,102379,Organic Beauty,OY2545,52,Ecomm,Kern,Delivery,Customer2,6500,45289
United States,Austin,102378,Healthy Beverage,HB1016,104,Ecomm,Kern,Delivery,Customer2,13000,45216
United States,Columbus,102377,Fresh Packaged,FP2020,48,Ecomm,Kern,Delivery,Customer2,6000,45265
United States,Columbus,102376,Organic Beauty,OY2545,38,Ecomm,Kern,Delivery,Customer2,4750,45208
United States,Columbus,102375,Healthy Beverage,HB1016,52,Ecomm,Kern,Delivery,Customer2,6500,45242
United States,Jacksonville,102374,Fresh Packaged,FP2020,156,Ecomm,Kern,Delivery,Customer2,19500,45251
United States,Jacksonville,102373,Organic Beauty,OY2545,156,Ecomm,Kern,Delivery,Customer2,19500,45218
United States,Jacksonville,102372,Healthy Beverage,HB1016,156,Ecomm,Kern,Delivery,Customer2,19500,45209
United States,San Diego,102371,Organic Beauty,OY2545,26,Retail,Kern,Delivery,Customer1,3250,45245
United States,San Diego,102370,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45252
United States,Houston,102369,Fresh Packaged,FP2020,7,Retail,Kern,Delivery,Customer1,875,45223
United States,El Paso,102368,Organic Beauty,OY2545,5,Retail,Kern,Delivery,Customer1,625,45233
United States,Chicago,102367,Organic Beauty,OY2545,4,Retail,Kern,Delivery,Customer1,500,45222
United States,Chicago,102366,Healthy Beverage,HB1016,16,Retail,Kern,Delivery,Customer1,2000,45205
United States,Dallas,102365,Fresh Packaged,FP2020,4,Retail,Kern,Delivery,Customer1,500,45206
United States,Dallas,102364,Organic Beauty,OY2545,17,Retail,Kern,Delivery,Customer1,2125,45255
United States,Dallas,102363,Organic Pet,OP8025,9,Retail,Kern,Delivery,Customer1,1125,45211
United States,Dallas,102362,Healthy Beverage,HB1016,3,Retail,Kern,Delivery,Customer1,375,45284
United States,Phoenix,102361,Organic Beauty,OY2545,6,Retail,Kern,Delivery,Customer1,750,45290
United States,Phoenix,102360,Organic Pet,OP8025,15,Retail,Kern,Delivery,Customer1,1875,45251
United States,Phoenix,102359,Healthy Beverage,HB1016,22,Retail,Kern,Delivery,Customer1,2750,45275
United States,NEW YORK CITY,102358,Organic Beauty,OY2545,52,Retail,Kern,Delivery,Customer1,6500,45275
United States,NEW YORK CITY,102357,Organic Pet,OP8025,26,Retail,Kern,Delivery,Customer1,3250,45213
United States,Fort Worth,102356,Fresh Packaged,FP2020,260,Ecomm,Kern,Delivery,Customer2,32500,45222
United States,Fort Worth,102355,Organic Beauty,OY2545,312,Ecomm,Kern,Delivery,Customer2,39000,45276
United States,Fort Worth,102354,Healthy Beverage,HB1016,312,Ecomm,Kern,Delivery,Customer2,39000,45275
United States,Austin,102353,Fresh Packaged,FP2020,20,Ecomm,Kern,Delivery,Customer2,2500,45265
United States,Austin,102352,Organic Beauty,OY2545,20,Ecomm,Kern,Delivery,Customer2,2500,45279
United States,Austin,102351,Healthy Beverage,HB1016,17,Ecomm,Kern,Delivery,Customer2,2125,45264
United States,Indianapolis,102350,Fresh Packaged,FP2020,59,Ecomm,Kern,Delivery,Customer2,7375,45212
United States,Indianapolis,102349,Organic Beauty,OY2545,32,Ecomm,Kern,Delivery,Customer2,4000,45285
United States,Indianapolis,102348,Healthy Beverage,HB1016,52,Ecomm,Kern,Delivery,Customer2,6500,45255
United States,Nashville,102347,Fresh Packaged,FP2020,12,Major Distributor,Kern,Delivery,Customer3,1500,45275
United States,Nashville,102346,Organic Beauty,OY2545,2,Major Distributor,Kern,Delivery,Customer3,250,45214
United States,Nashville,102345,Organic Pet,OP8025,2,Major Distributor,Kern,Delivery,Customer3,250,45213
United States,Nashville,102344,Fresh Packaged,FP3055,10,Major Distributor,Kern,Delivery,Customer3,1250,45236
United States,Nashville,102343,Healthy Beverage,HB1016,10,Major Distributor,Kern,Delivery,Customer3,1250,45244
United States,Chicago,102342,Organic Beauty,OY2545,15,Retail,Kern,Delivery,Customer1,1875,45239
United States,Chicago,102341,Healthy Beverage,HB1016,5,Retail,Kern,Delivery,Customer1,625,45235
United States,Dallas,102340,Fresh Packaged,FP2020,8,Retail,Kern,Delivery,Customer1,1000,45232
United States,Dallas,102339,Organic Beauty,OY2545,16,Retail,Kern,Delivery,Customer1,2000,45205
United States,Dallas,102338,Organic Pet,OP8025,8,Retail,Kern,Delivery,Customer1,1000,45260
United States,Dallas,102337,Healthy Beverage,HB1016,20,Retail,Kern,Delivery,Customer1,2500,45233
United States,NEW YORK CITY,102336,Fresh Packaged,FP2020,52,Retail,Kern,Delivery,Customer1,6500,45249
United States,NEW YORK CITY,102335,Organic Beauty,OY2545,52,Retail,Kern,Delivery,Customer1,6500,45246
United States,NEW YORK CITY,102334,Organic Pet,OP8025,52,Retail,Kern,Delivery,Customer1,6500,45283
United States,NEW YORK CITY,102333,Healthy Beverage,HB1016,52,Retail,Kern,Delivery,Customer2,6500,45208
United States,Nashville,102332,Fresh Packaged,FP2020,10,Ecomm,Kern,Delivery,Customer3,1250,45203
United States,Nashville,102331,Organic Beauty,OY2545,4,Major Distributor,Kern,Delivery,Customer3,500,45280
United States,Nashville,102330,Healthy Beverage,HB1016,4,Major Distributor,Kern,Delivery,Customer3,500,45254
United States,NEW YORK CITY,102329,Organic Beauty,OY2545,104,Retail,Kern,Delivery,Customer1,13000,45281
United States,NEW YORK CITY,102328,Organic Pet,OP8025,52,Retail,Kern,Delivery,Customer1,6500,45280
United States,NEW YORK CITY,102327,Healthy Beverage,HB1016,52,Retail,Kern,Delivery,Customer1,6500,45202
United States,Phoenix,102326,Organic Pet,OP8025,16,Retail,Kern,Delivery,Customer1,2000,45214
United States,Phoenix,102325,Healthy Beverage,HB1016,11,Retail,Kern,Delivery,Customer1,1375,45229
United States,Dallas,102324,Fresh Packaged,FP2020,11,Retail,Kern,Delivery,Customer1,1375,45205
United States,Dallas,102323,Organic Beauty,OY2545,16,Retail,Kern,Delivery,Customer1,2000,45276
United States,Dallas,102322,Organic Pet,OP8025,6,Retail,Kern,Delivery,Customer1,750,45203
United States,Dallas,102321,Healthy Beverage,HB1016,19,Retail,Kern,Delivery,Customer1,2375,45248
United States,Chicago,102320,Healthy Beverage,HB1016,11,Retail,Kern,Delivery,Customer1,1375,45223
United States,Seattle,102319,Organic Beauty,OY2545,10,Major Distributor,Kern,Delivery,Customer3,1250,45213
United States,San Diego,102318,Fresh Packaged,FP3055,1,Retail,Kern,Delivery,Customer1,125,45227
United States,San Diego,102317,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45242
United States,Dallas,102316,Fresh Packaged,FP2020,10,Retail,Kern,Delivery,Customer1,1250,45275
United States,Dallas,102315,Organic Beauty,OY2545,5,Retail,Kern,Delivery,Customer1,625,45269
United States,Dallas,102314,Organic Pet,OP8025,9,Retail,Kern,Delivery,Customer1,1125,45208
United States,Houston,102313,Fresh Packaged,FP2020,26,Retail,Kern,Delivery,Customer1,3250,45269
United States,Houston,102312,Organic Beauty,OY2545,26,Retail,Kern,Delivery,Customer1,3250,45280
United States,Houston,102311,Healthy Beverage,HB1016,1,Retail,Kern,Delivery,Customer1,125,45226
United States,NEW YORK CITY,102310,Organic Beauty,OY2545,52,Retail,Kern,Delivery,Customer1,6500,45283
United States,NEW YORK CITY,102309,Organic Pet,OP8025,78,Retail,Kern,Delivery,Customer1,9750,45261
United States,NEW YORK CITY,102308,Healthy Beverage,HB1016,78,Retail,Kern,Delivery,Customer1,9750,45221
United States,Nashville,102307,Organic Beauty,OY2545,4,Major Distributor,Kern,Delivery,Customer3,500,45281
United States,Nashville,102306,Organic Pet,OP8025,6,Major Distributor,Kern,Delivery,Customer3,750,45257
United States,Nashville,102305,Fresh Packaged,FP3055,4,Major Distributor,Kern,Delivery,Customer3,500,45232
United States,Nashville,102304,Healthy Beverage,HB1016,4,Major Distributor,Kern,Delivery,Customer3,500,45266
United States,Columbus,102303,Fresh Packaged,FP2020,45,Ecomm,Kern,Delivery,Customer2,5625,45278
United States,Columbus,102302,Organic Beauty,OY2545,74,Ecomm,Kern,Delivery,Customer2,9250,45223
United States,Columbus,102301,Healthy Beverage,HB1016,60,Ecomm,Kern,Delivery,Customer2,7500,45229
United States,Jacksonville,102300,Fresh Packaged,FP2020,52,Ecomm,Kern,Delivery,Customer2,6500,45271
United States,Jacksonville,102299,Organic Beauty,OY2545,104,Ecomm,Kern,Delivery,Customer2,13000,45208
United States,Jacksonville,102298,Healthy Beverage,HB1016,104,Ecomm,Kern,Delivery,Customer2,13000,45241
United States,Indianapolis,102297,Fresh Packaged,FP2020,39,Ecomm,Kern,Delivery,Customer2,4875,45214
United States,Indianapolis,102296,Organic Beauty,OY2545,52,Ecomm,Kern,Delivery,Customer2,6500,45234
United States,Indianapolis,102295,Healthy Beverage,HB1016,104,Ecomm,Kern,Delivery,Customer2,13000,45266
United States,Austin,102294,Fresh Packaged,FP2020,53,Ecomm,Kern,Delivery,Customer2,6625,45224
United States,Austin,102293,Organic Beauty,OY2545,44,Ecomm,Kern,Delivery,Customer2,5500,45223
United States,Austin,102292,Healthy Beverage,HB1016,52,Ecomm,Kern,Delivery,Customer2,6500,45245
United States,San Diego,102291,Organic Beauty,OY2545,26,Retail,Kern,Delivery,Customer1,3250,45210
United States,San Diego,102290,Organic Pet,OP8025,1,Retail,Kern,Delivery,Customer1,125,45276
United States,San Diego,102289,Fresh Packaged,FP3055,30,Retail,Kern,Delivery,Customer1,3750,45269
United States,Dallas,102288,Fresh Packaged,FP2020,1,Retail,Kern,Delivery,Customer1,125,45225
United States,Dallas,102287,Organic Pet,OP8025,1,Retail,Kern,Delivery,Customer1,125,45264
United States,NEW YORK CITY,102286,Organic Pet,OP8025,26,Retail,Kern,Delivery,Customer1,3250,45281
United States,NEW YORK CITY,102285,Fresh Packaged,FP3055,52,Retail,Kern,Delivery,Customer1,6500,45267
United States,NEW YORK CITY,102284,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45233
United States,El Paso,102283,Organic Beauty,OY2545,4,Retail,Kern,Delivery,Customer1,500,45202
United States,El Paso,102282,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45231
United States,Chicago,102281,Organic Beauty,OY2545,9,Retail,Kern,Delivery,Customer1,1125,45252
United States,Chicago,102280,Healthy Beverage,HB1016,6,Retail,Kern,Delivery,Customer1,750,45240
United States,Houston,102279,Fresh Packaged,FP2020,26,Retail,Kern,Delivery,Customer1,3250,45279
United States,Houston,102278,Healthy Beverage,HB1016,23,Retail,Kern,Delivery,Customer1,2875,45278
United States,Fort Worth,102277,Fresh Packaged,FP2020,416,Ecomm,Kern,Delivery,Customer2,52000,45260
United States,Fort Worth,102276,Organic Beauty,OY2545,260,Ecomm,Kern,Delivery,Customer2,32500,45218
United States,Fort Worth,102275,Healthy Beverage,HB1016,416,Ecomm,Kern,Delivery,Customer2,52000,45259
United States,Detroit,102274,Healthy Beverage,HB1016,12,Retail,Kern,Delivery,Customer1,1500,45256
United States,San Diego,102273,Organic Beauty,OY2545,26,Retail,Kern,Delivery,Customer1,3250,45269
United States,San Diego,102272,Organic Pet,OP8025,4,Retail,Kern,Delivery,Customer1,500,45290
United States,San Diego,102271,Healthy Beverage,HB1016,52,Retail,Kern,Delivery,Customer1,6500,45216
United States,Chicago,102270,Organic Beauty,OY2545,7,Retail,Kern,Delivery,Customer1,875,45251
United States,Chicago,102269,Healthy Beverage,HB1016,5,Retail,Kern,Delivery,Customer1,625,45282
United States,Dallas,102268,Fresh Packaged,FP2020,5,Retail,Kern,Delivery,Customer1,625,45261
United States,Dallas,102267,Organic Beauty,OY2545,5,Retail,Kern,Delivery,Customer1,625,45278
United States,Dallas,102266,Organic Pet,OP8025,5,Retail,Kern,Delivery,Customer1,625,45256
United States,Houston,102265,Organic Beauty,OY2545,26,Retail,Kern,Delivery,Customer1,3250,45236
United States,NEW YORK CITY,102264,Fresh Packaged,FP2020,26,Retail,Kern,Delivery,Customer1,3250,45273
United States,NEW YORK CITY,102263,Organic Beauty,OY2545,52,Retail,Kern,Delivery,Customer1,6500,45229
United States,NEW YORK CITY,102262,Organic Pet,OP8025,26,Retail,Kern,Delivery,Customer1,3250,45263
United States,NEW YORK CITY,102261,Fresh Packaged,FP3055,52,Retail,Kern,Delivery,Customer1,6500,45269
United States,NEW YORK CITY,102260,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45238
United States,Nashville,102259,Fresh Packaged,FP2020,16,Major Distributor,Kern,Delivery,Customer3,2000,45279
United States,Nashville,102258,Organic Beauty,OY2545,3,Major Distributor,Kern,Delivery,Customer3,375,45259
United States,Nashville,102257,Organic Pet,OP8025,10,Major Distributor,Kern,Delivery,Customer3,1250,45212
United States,Nashville,102256,Healthy Beverage,HB1016,6,Major Distributor,Kern,Delivery,Customer3,750,45221
United States,NEW YORK CITY,102255,Fresh Packaged,FP3055,52,Retail,Kern,Delivery,Customer1,6500,45237
United States,NEW YORK CITY,102254,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45281
United States,El Paso,102253,Organic Beauty,OY2545,18,Retail,Kern,Delivery,Customer1,2250,45252
United States,Chicago,102252,Organic Beauty,OY2545,9,Retail,Kern,Delivery,Customer1,1125,45222
United States,Chicago,102251,Healthy Beverage,HB1016,9,Retail,Kern,Delivery,Customer1,1125,45254
United States,Dallas,102250,Fresh Packaged,FP2020,4,Retail,Kern,Delivery,Customer1,500,45222
United States,Dallas,102249,Organic Beauty,OY2545,12,Retail,Kern,Delivery,Customer1,1500,45251
United States,Dallas,102248,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45279
United States,Houston,102247,Fresh Packaged,FP2020,26,Retail,Kern,Delivery,Customer1,3250,45224
United States,Houston,102246,Organic Beauty,OY2545,26,Retail,Kern,Delivery,Customer1,3250,45279
United States,Houston,102245,Healthy Beverage,HB1016,78,Retail,Kern,Delivery,Customer1,9750,45289
United States,NEW YORK CITY,102244,Fresh Packaged,FP2020,78,Retail,Kern,Delivery,Customer1,9750,45239
United States,NEW YORK CITY,102243,Organic Pet,OP8025,78,Retail,Kern,Delivery,Customer1,9750,45241
United States,NEW YORK CITY,102242,Fresh Packaged,FP3055,52,Retail,Kern,Delivery,Customer1,6500,45248
United States,NEW YORK CITY,102241,Healthy Beverage,HB1016,208,Retail,Kern,Delivery,Customer1,26000,45266
United States,Denver,102240,Organic Pet,OP8025,400,Closeout,Kern,Delivery,Customer5,50000,45207
United States,Denver,102239,Fresh Packaged,FP3055,400,Closeout,Kern,Delivery,Customer5,50000,45249
United States,Seattle,102238,Fresh Packaged,FP2020,1,Major Distributor,Kern,Delivery,Customer3,125,45242
United States,Seattle,102237,Organic Beauty,OY2545,5,Major Distributor,Kern,Delivery,Customer3,625,45248
United States,Seattle,102236,Organic Pet,OP8025,1,Major Distributor,Kern,Delivery,Customer3,125,45223
United States,Seattle,102235,Fresh Packaged,FP3055,10,Major Distributor,Kern,Delivery,Customer3,1250,45216
United States,Fort Worth,102234,Fresh Packaged,FP2020,52,Ecomm,Kern,Delivery,Customer2,6500,45278
United States,Fort Worth,102233,Organic Beauty,OY2545,104,Ecomm,Kern,Delivery,Customer2,13000,45278
United States,Fort Worth,102232,Healthy Beverage,HB1016,52,Ecomm,Kern,Delivery,Customer2,6500,45234
United States,Columbus,102231,Fresh Packaged,FP2020,2,Ecomm,Kern,Delivery,Customer2,250,45232
United States,Columbus,102230,Organic Beauty,OY2545,52,Ecomm,Kern,Delivery,Customer2,6500,45244
United States,Columbus,102229,Healthy Beverage,HB1016,63,Ecomm,Kern,Delivery,Customer2,7875,45260
United States,Phoenix,102228,Fresh Packaged,FP2020,26,Retail,Kern,Delivery,Customer1,3250,45284
United States,Phoenix,102227,Organic Beauty,OY2545,26,Retail,Kern,Delivery,Customer1,3250,45257
United States,Phoenix,102226,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45265
United States,Detroit,102225,Healthy Beverage,HB1016,9,Retail,Kern,Delivery,Customer1,1125,45278
United States,San Diego,102224,Organic Pet,OP8025,3,Retail,Kern,Delivery,Customer1,375,45231
United States,San Diego,102223,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45240
United States,Philadelphia,102222,Fresh Packaged,FP2020,5,Retail,Kern,Delivery,Customer1,625,45269
United States,Philadelphia,102221,Organic Beauty,OY2545,7,Retail,Kern,Delivery,Customer1,875,45273
United States,Philadelphia,102220,Organic Pet,OP8025,2,Retail,Kern,Delivery,Customer1,250,45263
United States,Philadelphia,102219,Healthy Beverage,HB1016,2,Retail,Kern,Delivery,Customer1,250,45226
United States,Chicago,102218,Organic Beauty,OY2545,1,Retail,Kern,Delivery,Customer1,125,45268
United States,Chicago,102217,Healthy Beverage,HB1016,8,Retail,Kern,Delivery,Customer1,1000,45237
United States,Dallas,102216,Fresh Packaged,FP2020,1,Retail,Kern,Delivery,Customer1,125,45238
United States,Dallas,102215,Organic Beauty,OY2545,4,Retail,Kern,Delivery,Customer1,500,45274
United States,Dallas,102214,Organic Pet,OP8025,3,Retail,Kern,Delivery,Customer1,375,45243
United States,NEW YORK CITY,102213,Fresh Packaged,FP2020,52,Retail,Kern,Delivery,Customer1,6500,45262
United States,NEW YORK CITY,102212,Organic Beauty,OY2545,26,Retail,Kern,Delivery,Customer1,3250,45207
United States,NEW YORK CITY,102211,Organic Pet,OP8025,26,Retail,Kern,Delivery,Customer1,3250,45260
United States,NEW YORK CITY,102210,Fresh Packaged,FP3055,52,Retail,Kern,Delivery,Customer1,6500,45205
United States,Chicago,102208,Organic Beauty,OY2545,15,Retail,Kern,Delivery,Customer1,1875,45236
United States,NEW YORK CITY,102207,Fresh Packaged,FP2020,78,Retail,Kern,Delivery,Customer1,9750,45273
United States,NEW YORK CITY,102206,Organic Beauty,OY2545,104,Retail,Kern,Delivery,Customer1,13000,45261
United States,NEW YORK CITY,102205,Organic Pet,OP8025,78,Retail,Kern,Delivery,Customer1,9750,45273
United States,NEW YORK CITY,102204,Fresh Packaged,FP3055,104,Retail,Kern,Delivery,Customer1,13000,45284
United States,NEW YORK CITY,102203,Healthy Beverage,HB1016,104,Retail,Kern,Delivery,Customer1,13000,45228
United States,El Paso,102202,Organic Beauty,OY2545,5,Retail,Kern,Delivery,Customer1,625,45209
United States,El Paso,102201,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45270
United States,Houston,102200,Fresh Packaged,FP2020,26,Retail,Kern,Delivery,Customer1,3250,45225
United States,Dallas,102199,Organic Beauty,OY2545,13,Retail,Kern,Delivery,Customer1,1625,45214
United States,Dallas,102198,Organic Pet,OP8025,5,Retail,Kern,Delivery,Customer1,625,45287
United States,Fort Worth,102197,Fresh Packaged,FP2020,52,Ecomm,Kern,Delivery,Customer2,6500,45230
United States,Fort Worth,102196,Organic Beauty,OY2545,62,Ecomm,Kern,Delivery,Customer2,7750,45200
United States,Fort Worth,102195,Healthy Beverage,HB1016,104,Ecomm,Kern,Delivery,Customer2,13000,45264
United States,Nashville,102194,Fresh Packaged,FP2020,14,Major Distributor,Kern,Delivery,Customer3,1750,45232
United States,Nashville,102193,Organic Pet,OP8025,8,Major Distributor,Kern,Delivery,Customer3,1000,45228
United States,Nashville,102192,Fresh Packaged,FP3055,6,Major Distributor,Kern,Delivery,Customer3,750,45243
United States,Nashville,102191,Healthy Beverage,HB1016,8,Major Distributor,Kern,Delivery,Customer3,1000,45277
United States,NEW YORK CITY,102190,Fresh Packaged,FP2020,52,Retail,Kern,Delivery,Customer1,6500,45224
United States,NEW YORK CITY,102189,Organic Pet,OP8025,78,Retail,Kern,Delivery,Customer1,9750,45283
United States,NEW YORK CITY,102188,Organic Beauty,OY2545,104,Retail,Kern,Delivery,Customer1,13000,45219
United States,NEW YORK CITY,102187,Fresh Packaged,FP3055,52,Retail,Kern,Delivery,Customer1,6500,45229
United States,NEW YORK CITY,102186,Healthy Beverage,HB1016,78,Retail,Kern,Delivery,Customer1,9750,45217
United States,Seattle,102185,Fresh Packaged,FP2020,10,Major Distributor,Kern,Delivery,Customer3,1250,45252
United States,Seattle,102184,Organic Beauty,OY2545,5,Major Distributor,Kern,Delivery,Customer3,625,45286
United States,Seattle,102183,Healthy Beverage,HB1016,8,Major Distributor,Kern,Delivery,Customer3,1000,45262
United States,Fort Worth,102182,Fresh Packaged,FP2020,104,Ecomm,Kern,Delivery,Customer2,13000,45210
United States,Fort Worth,102181,Organic Beauty,OY2545,52,Ecomm,Kern,Delivery,Customer2,6500,45266
United States,Fort Worth,102180,Healthy Beverage,HB1016,52,Ecomm,Kern,Delivery,Customer2,6500,45216
United States,Indianapolis,102179,Healthy Beverage,HB1016,4,Ecomm,Kern,Delivery,Customer2,500,45204
United States,Nashville,102178,Fresh Packaged,FP2020,11,Major Distributor,Kern,Delivery,Customer3,1375,45266
United States,Nashville,102177,Organic Beauty,OY2545,8,Major Distributor,Kern,Delivery,Customer3,1000,45263
United States,Nashville,102176,Organic Pet,OP8025,1,Major Distributor,Kern,Delivery,Customer3,125,45288
United States,Nashville,102175,Fresh Packaged,FP3055,11,Major Distributor,Kern,Delivery,Customer3,1375,45220
United States,Nashville,102174,Healthy Beverage,HB1016,5,Major Distributor,Kern,Delivery,Customer3,625,45250
United States,San Diego,102173,Organic Beauty,OY2545,26,Retail,Kern,Delivery,Customer1,3250,45264
United States,San Diego,102172,Fresh Packaged,FP3055,16,Retail,Kern,Delivery,Customer1,2000,45221
United States,San Diego,102171,Healthy Beverage,HB1016,26,Retail,Kern,Delivery,Customer1,3250,45208
United States,NEW YORK CITY,102170,Fresh Packaged,FP2020,78,Retail,Kern,Delivery,Customer1,9750,45250
United States,NEW YORK CITY,102169,Organic Pet,OP8025,26,Retail,Kern,Delivery,Customer1,3250,45285
United States,NEW YORK CITY,102168,Organic Beauty,OY2545,78,Retail,Kern,Delivery,Customer1,9750,45266
United States,NEW YORK CITY,102167,Fresh Packaged,FP3055,52,Retail,Kern,Delivery,Customer1,6500,45243
United States,NEW YORK CITY,102166,Healthy Beverage,HB1016,52,Retail,Kern,Delivery,Customer1,6500,45279
United States,Dallas,102165,Fresh Packaged,FP2020,6,Retail,Kern,Delivery,Customer1,750,45227
United States,Dallas,102164,Organic Beauty,OY2545,10,Retail,Kern,Delivery,Customer1,1250,45275
